date,age,deaths
20/03/2020,00_04,0
20/03/2020,05_09,0
20/03/2020,10_14,0
20/03/2020,15_19,0
20/03/2020,20_24,0
20/03/2020,25_29,0
20/03/2020,30_34,0
20/03/2020,35_39,0
20/03/2020,40_44,1
20/03/2020,45_49,0
20/03/2020,50_54,2
20/03/2020,55_59,2
20/03/2020,60_64,2
20/03/2020,65_69,11
20/03/2020,70_74,9
20/03/2020,75_79,11
20/03/2020,80_84,20
20/03/2020,85_89,24
20/03/2020,90+,21
27/03/2020,00_04,0
27/03/2020,05_09,0
27/03/2020,10_14,0
27/03/2020,15_19,0
27/03/2020,20_24,0
27/03/2020,25_29,1
27/03/2020,30_34,4
27/03/2020,35_39,3
27/03/2020,40_44,0
27/03/2020,45_49,8
27/03/2020,50_54,9
27/03/2020,55_59,16
27/03/2020,60_64,30
27/03/2020,65_69,42
27/03/2020,70_74,57
27/03/2020,75_79,84
27/03/2020,80_84,97
27/03/2020,85_89,102
27/03/2020,90+,86
03/04/2020,00_04,0
03/04/2020,05_09,0
03/04/2020,10_14,0
03/04/2020,15_19,3
03/04/2020,20_24,3
03/04/2020,25_29,5
03/04/2020,30_34,9
03/04/2020,35_39,12
03/04/2020,40_44,11
03/04/2020,45_49,42
03/04/2020,50_54,64
03/04/2020,55_59,137
03/04/2020,60_64,169
03/04/2020,65_69,224
03/04/2020,70_74,402
03/04/2020,75_79,549
03/04/2020,80_84,682
03/04/2020,85_89,617
03/04/2020,90+,546
10/04/2020,00_04,0
10/04/2020,05_09,0
10/04/2020,10_14,0
10/04/2020,15_19,3
10/04/2020,20_24,5
10/04/2020,25_29,8
10/04/2020,30_34,7
10/04/2020,35_39,19
10/04/2020,40_44,32
10/04/2020,45_49,75
10/04/2020,50_54,126
10/04/2020,55_59,208
10/04/2020,60_64,333
10/04/2020,65_69,427
10/04/2020,70_74,677
10/04/2020,75_79,973
10/04/2020,80_84,1237
10/04/2020,85_89,1091
10/04/2020,90+,992
17/04/2020,00_04,1
17/04/2020,05_09,0
17/04/2020,10_14,1
17/04/2020,15_19,1
17/04/2020,20_24,3
17/04/2020,25_29,8
17/04/2020,30_34,13
17/04/2020,35_39,27
17/04/2020,40_44,49
17/04/2020,45_49,76
17/04/2020,50_54,190
17/04/2020,55_59,287
17/04/2020,60_64,413
17/04/2020,65_69,553
17/04/2020,70_74,889
17/04/2020,75_79,1197
17/04/2020,80_84,1637
17/04/2020,85_89,1739
17/04/2020,90+,1674
24/04/2020,00_04,0
24/04/2020,05_09,0
24/04/2020,10_14,0
24/04/2020,15_19,0
24/04/2020,20_24,4
24/04/2020,25_29,9
24/04/2020,30_34,20
24/04/2020,35_39,17
24/04/2020,40_44,53
24/04/2020,45_49,82
24/04/2020,50_54,139
24/04/2020,55_59,240
24/04/2020,60_64,362
24/04/2020,65_69,458
24/04/2020,70_74,731
24/04/2020,75_79,1040
24/04/2020,80_84,1575
24/04/2020,85_89,1709
24/04/2020,90+,1798
01/05/2020,00_04,0
01/05/2020,05_09,0
01/05/2020,10_14,0
01/05/2020,15_19,1
01/05/2020,20_24,2
01/05/2020,25_29,2
01/05/2020,30_34,6
01/05/2020,35_39,18
01/05/2020,40_44,23
01/05/2020,45_49,56
01/05/2020,50_54,94
01/05/2020,55_59,164
01/05/2020,60_64,198
01/05/2020,65_69,310
01/05/2020,70_74,495
01/05/2020,75_79,770
01/05/2020,80_84,1096
01/05/2020,85_89,1306
01/05/2020,90+,1494
08/05/2020,00_04,1
08/05/2020,05_09,0
08/05/2020,10_14,0
08/05/2020,15_19,0
08/05/2020,20_24,3
08/05/2020,25_29,4
08/05/2020,30_34,8
08/05/2020,35_39,7
08/05/2020,40_44,18
08/05/2020,45_49,26
08/05/2020,50_54,59
08/05/2020,55_59,97
08/05/2020,60_64,135
08/05/2020,65_69,179
08/05/2020,70_74,307
08/05/2020,75_79,464
08/05/2020,80_84,772
08/05/2020,85_89,835
08/05/2020,90+,1015
15/05/2020,00_04,1
15/05/2020,05_09,0
15/05/2020,10_14,0
15/05/2020,15_19,1
15/05/2020,20_24,1
15/05/2020,25_29,6
15/05/2020,30_34,4
15/05/2020,35_39,7
15/05/2020,40_44,14
15/05/2020,45_49,25
15/05/2020,50_54,39
15/05/2020,55_59,80
15/05/2020,60_64,122
15/05/2020,65_69,181
15/05/2020,70_74,304
15/05/2020,75_79,469
15/05/2020,80_84,686
15/05/2020,85_89,868
15/05/2020,90+,1002
22/05/2020,00_04,0
22/05/2020,05_09,0
22/05/2020,10_14,0
22/05/2020,15_19,0
22/05/2020,20_24,1
22/05/2020,25_29,2
22/05/2020,30_34,4
22/05/2020,35_39,4
22/05/2020,40_44,19
22/05/2020,45_49,19
22/05/2020,50_54,31
22/05/2020,55_59,62
22/05/2020,60_64,86
22/05/2020,65_69,103
22/05/2020,70_74,199
22/05/2020,75_79,316
22/05/2020,80_84,457
22/05/2020,85_89,593
22/05/2020,90+,693
29/05/2020,00_04,0
29/05/2020,05_09,0
29/05/2020,10_14,1
29/05/2020,15_19,0
29/05/2020,20_24,1
29/05/2020,25_29,1
29/05/2020,30_34,0
29/05/2020,35_39,2
29/05/2020,40_44,2
29/05/2020,45_49,11
29/05/2020,50_54,18
29/05/2020,55_59,41
29/05/2020,60_64,53
29/05/2020,65_69,66
29/05/2020,70_74,157
29/05/2020,75_79,210
29/05/2020,80_84,381
29/05/2020,85_89,410
29/05/2020,90+,468
05/06/2020,00_04,0
05/06/2020,05_09,0
05/06/2020,10_14,1
05/06/2020,15_19,0
05/06/2020,20_24,0
05/06/2020,25_29,1
05/06/2020,30_34,3
05/06/2020,35_39,5
05/06/2020,40_44,6
05/06/2020,45_49,10
05/06/2020,50_54,25
05/06/2020,55_59,41
05/06/2020,60_64,47
05/06/2020,65_69,84
05/06/2020,70_74,129
05/06/2020,75_79,198
05/06/2020,80_84,297
05/06/2020,85_89,337
05/06/2020,90+,404
12/06/2020,00_04,0
12/06/2020,05_09,0
12/06/2020,10_14,0
12/06/2020,15_19,0
12/06/2020,20_24,0
12/06/2020,25_29,1
12/06/2020,30_34,0
12/06/2020,35_39,3
12/06/2020,40_44,5
12/06/2020,45_49,8
12/06/2020,50_54,16
12/06/2020,55_59,27
12/06/2020,60_64,34
12/06/2020,65_69,45
12/06/2020,70_74,92
12/06/2020,75_79,139
12/06/2020,80_84,224
12/06/2020,85_89,243
12/06/2020,90+,277
19/06/2020,00_04,0
19/06/2020,05_09,0
19/06/2020,10_14,0
19/06/2020,15_19,0
19/06/2020,20_24,1
19/06/2020,25_29,1
19/06/2020,30_34,1
19/06/2020,35_39,3
19/06/2020,40_44,6
19/06/2020,45_49,6
19/06/2020,50_54,11
19/06/2020,55_59,19
19/06/2020,60_64,31
19/06/2020,65_69,38
19/06/2020,70_74,65
19/06/2020,75_79,95
19/06/2020,80_84,163
19/06/2020,85_89,164
19/06/2020,90+,179
26/06/2020,00_04,0
26/06/2020,05_09,0
26/06/2020,10_14,0
26/06/2020,15_19,0
26/06/2020,20_24,0
26/06/2020,25_29,0
26/06/2020,30_34,0
26/06/2020,35_39,0
26/06/2020,40_44,3
26/06/2020,45_49,4
26/06/2020,50_54,12
26/06/2020,55_59,12
26/06/2020,60_64,27
26/06/2020,65_69,32
26/06/2020,70_74,53
26/06/2020,75_79,80
26/06/2020,80_84,120
26/06/2020,85_89,122
26/06/2020,90+,141
03/07/2020,00_04,0
03/07/2020,05_09,0
03/07/2020,10_14,0
03/07/2020,15_19,0
03/07/2020,20_24,0
03/07/2020,25_29,0
03/07/2020,30_34,1
03/07/2020,35_39,1
03/07/2020,40_44,4
03/07/2020,45_49,8
03/07/2020,50_54,8
03/07/2020,55_59,13
03/07/2020,60_64,12
03/07/2020,65_69,28
03/07/2020,70_74,44
03/07/2020,75_79,71
03/07/2020,80_84,113
03/07/2020,85_89,114
03/07/2020,90+,115
10/07/2020,00_04,0
10/07/2020,05_09,0
10/07/2020,10_14,0
10/07/2020,15_19,0
10/07/2020,20_24,1
10/07/2020,25_29,0
10/07/2020,30_34,0
10/07/2020,35_39,1
10/07/2020,40_44,2
10/07/2020,45_49,1
10/07/2020,50_54,5
10/07/2020,55_59,8
10/07/2020,60_64,15
10/07/2020,65_69,22
10/07/2020,70_74,37
10/07/2020,75_79,51
10/07/2020,80_84,63
10/07/2020,85_89,65
10/07/2020,90+,95
17/07/2020,00_04,0
17/07/2020,05_09,0
17/07/2020,10_14,0
17/07/2020,15_19,0
17/07/2020,20_24,0
17/07/2020,25_29,0
17/07/2020,30_34,0
17/07/2020,35_39,1
17/07/2020,40_44,2
17/07/2020,45_49,7
17/07/2020,50_54,5
17/07/2020,55_59,7
17/07/2020,60_64,9
17/07/2020,65_69,14
17/07/2020,70_74,27
17/07/2020,75_79,38
17/07/2020,80_84,58
17/07/2020,85_89,54
17/07/2020,90+,73
24/07/2020,00_04,0
24/07/2020,05_09,0
24/07/2020,10_14,0
24/07/2020,15_19,0
24/07/2020,20_24,0
24/07/2020,25_29,0
24/07/2020,30_34,1
24/07/2020,35_39,0
24/07/2020,40_44,2
24/07/2020,45_49,2
24/07/2020,50_54,9
24/07/2020,55_59,9
24/07/2020,60_64,7
24/07/2020,65_69,13
24/07/2020,70_74,27
24/07/2020,75_79,29
24/07/2020,80_84,33
24/07/2020,85_89,48
24/07/2020,90+,37
31/07/2020,00_04,0
31/07/2020,05_09,1
31/07/2020,10_14,0
31/07/2020,15_19,0
31/07/2020,20_24,0
31/07/2020,25_29,0
31/07/2020,30_34,0
31/07/2020,35_39,1
31/07/2020,40_44,1
31/07/2020,45_49,4
31/07/2020,50_54,2
31/07/2020,55_59,7
31/07/2020,60_64,9
31/07/2020,65_69,16
31/07/2020,70_74,14
31/07/2020,75_79,29
31/07/2020,80_84,39
31/07/2020,85_89,33
31/07/2020,90+,37
07/08/2020,00_04,0
07/08/2020,05_09,0
07/08/2020,10_14,0
07/08/2020,15_19,0
07/08/2020,20_24,0
07/08/2020,25_29,0
07/08/2020,30_34,0
07/08/2020,35_39,0
07/08/2020,40_44,1
07/08/2020,45_49,1
07/08/2020,50_54,3
07/08/2020,55_59,5
07/08/2020,60_64,7
07/08/2020,65_69,12
07/08/2020,70_74,15
07/08/2020,75_79,22
07/08/2020,80_84,25
07/08/2020,85_89,27
07/08/2020,90+,34
14/08/2020,00_04,0
14/08/2020,05_09,0
14/08/2020,10_14,0
14/08/2020,15_19,0
14/08/2020,20_24,0
14/08/2020,25_29,0
14/08/2020,30_34,1
14/08/2020,35_39,0
14/08/2020,40_44,1
14/08/2020,45_49,2
14/08/2020,50_54,0
14/08/2020,55_59,1
14/08/2020,60_64,5
14/08/2020,65_69,10
14/08/2020,70_74,15
14/08/2020,75_79,16
14/08/2020,80_84,23
14/08/2020,85_89,29
14/08/2020,90+,36
21/08/2020,00_04,0
21/08/2020,05_09,0
21/08/2020,10_14,0
21/08/2020,15_19,0
21/08/2020,20_24,0
21/08/2020,25_29,0
21/08/2020,30_34,0
21/08/2020,35_39,0
21/08/2020,40_44,1
21/08/2020,45_49,2
21/08/2020,50_54,4
21/08/2020,55_59,7
21/08/2020,60_64,5
21/08/2020,65_69,7
21/08/2020,70_74,9
21/08/2020,75_79,19
21/08/2020,80_84,34
21/08/2020,85_89,35
21/08/2020,90+,15
28/08/2020,00_04,0
28/08/2020,05_09,0
28/08/2020,10_14,0
28/08/2020,15_19,0
28/08/2020,20_24,0
28/08/2020,25_29,0
28/08/2020,30_34,0
28/08/2020,35_39,2
28/08/2020,40_44,2
28/08/2020,45_49,2
28/08/2020,50_54,3
28/08/2020,55_59,4
28/08/2020,60_64,5
28/08/2020,65_69,8
28/08/2020,70_74,5
28/08/2020,75_79,13
28/08/2020,80_84,21
28/08/2020,85_89,17
28/08/2020,90+,19
04/09/2020,00_04,0
04/09/2020,05_09,0
04/09/2020,10_14,0
04/09/2020,15_19,0
04/09/2020,20_24,0
04/09/2020,25_29,0
04/09/2020,30_34,0
04/09/2020,35_39,0
04/09/2020,40_44,0
04/09/2020,45_49,0
04/09/2020,50_54,4
04/09/2020,55_59,3
04/09/2020,60_64,5
04/09/2020,65_69,6
04/09/2020,70_74,5
04/09/2020,75_79,13
04/09/2020,80_84,15
04/09/2020,85_89,11
04/09/2020,90+,16
11/09/2020,00_04,0
11/09/2020,05_09,0
11/09/2020,10_14,0
11/09/2020,15_19,0
11/09/2020,20_24,0
11/09/2020,25_29,0
11/09/2020,30_34,1
11/09/2020,35_39,2
11/09/2020,40_44,1
11/09/2020,45_49,2
11/09/2020,50_54,1
11/09/2020,55_59,1
11/09/2020,60_64,5
11/09/2020,65_69,10
11/09/2020,70_74,10
11/09/2020,75_79,15
11/09/2020,80_84,13
11/09/2020,85_89,23
11/09/2020,90+,15
18/09/2020,00_04,0
18/09/2020,05_09,0
18/09/2020,10_14,0
18/09/2020,15_19,0
18/09/2020,20_24,0
18/09/2020,25_29,0
18/09/2020,30_34,2
18/09/2020,35_39,1
18/09/2020,40_44,1
18/09/2020,45_49,1
18/09/2020,50_54,2
18/09/2020,55_59,3
18/09/2020,60_64,7
18/09/2020,65_69,6
18/09/2020,70_74,16
18/09/2020,75_79,21
18/09/2020,80_84,21
18/09/2020,85_89,32
18/09/2020,90+,26
25/09/2020,00_04,0
25/09/2020,05_09,0
25/09/2020,10_14,0
25/09/2020,15_19,0
25/09/2020,20_24,0
25/09/2020,25_29,0
25/09/2020,30_34,0
25/09/2020,35_39,1
25/09/2020,40_44,2
25/09/2020,45_49,1
25/09/2020,50_54,7
25/09/2020,55_59,7
25/09/2020,60_64,11
25/09/2020,65_69,13
25/09/2020,70_74,20
25/09/2020,75_79,27
25/09/2020,80_84,40
25/09/2020,85_89,38
25/09/2020,90+,48
02/10/2020,00_04,0
02/10/2020,05_09,0
02/10/2020,10_14,0
02/10/2020,15_19,0
02/10/2020,20_24,0
02/10/2020,25_29,0
02/10/2020,30_34,0
02/10/2020,35_39,1
02/10/2020,40_44,2
02/10/2020,45_49,4
02/10/2020,50_54,2
02/10/2020,55_59,10
02/10/2020,60_64,11
02/10/2020,65_69,22
02/10/2020,70_74,39
02/10/2020,75_79,48
02/10/2020,80_84,62
02/10/2020,85_89,57
02/10/2020,90+,63
09/10/2020,00_04,0
09/10/2020,05_09,0
09/10/2020,10_14,0
09/10/2020,15_19,0
09/10/2020,20_24,0
09/10/2020,25_29,1
09/10/2020,30_34,2
09/10/2020,35_39,0
09/10/2020,40_44,2
09/10/2020,45_49,5
09/10/2020,50_54,7
09/10/2020,55_59,11
09/10/2020,60_64,18
09/10/2020,65_69,34
09/10/2020,70_74,48
09/10/2020,75_79,70
09/10/2020,80_84,93
09/10/2020,85_89,80
09/10/2020,90+,67
16/10/2020,00_04,0
16/10/2020,05_09,0
16/10/2020,10_14,0
16/10/2020,15_19,0
16/10/2020,20_24,1
16/10/2020,25_29,0
16/10/2020,30_34,2
16/10/2020,35_39,1
16/10/2020,40_44,5
16/10/2020,45_49,3
16/10/2020,50_54,9
16/10/2020,55_59,12
16/10/2020,60_64,24
16/10/2020,65_69,39
16/10/2020,70_74,74
16/10/2020,75_79,108
16/10/2020,80_84,139
16/10/2020,85_89,121
16/10/2020,90+,132
23/10/2020,00_04,0
23/10/2020,05_09,0
23/10/2020,10_14,0
23/10/2020,15_19,0
23/10/2020,20_24,0
23/10/2020,25_29,0
23/10/2020,30_34,3
23/10/2020,35_39,3
23/10/2020,40_44,3
23/10/2020,45_49,10
23/10/2020,50_54,10
23/10/2020,55_59,26
23/10/2020,60_64,41
23/10/2020,65_69,62
23/10/2020,70_74,110
23/10/2020,75_79,157
23/10/2020,80_84,187
23/10/2020,85_89,188
23/10/2020,90+,178
30/10/2020,00_04,0
30/10/2020,05_09,0
30/10/2020,10_14,0
30/10/2020,15_19,0
30/10/2020,20_24,0
30/10/2020,25_29,1
30/10/2020,30_34,1
30/10/2020,35_39,4
30/10/2020,40_44,6
30/10/2020,45_49,9
30/10/2020,50_54,21
30/10/2020,55_59,31
30/10/2020,60_64,46
30/10/2020,65_69,99
30/10/2020,70_74,138
30/10/2020,75_79,224
30/10/2020,80_84,259
30/10/2020,85_89,281
30/10/2020,90+,259
06/11/2020,00_04,0
06/11/2020,05_09,0
06/11/2020,10_14,0
06/11/2020,15_19,0
06/11/2020,20_24,1
06/11/2020,25_29,3
06/11/2020,30_34,0
06/11/2020,35_39,1
06/11/2020,40_44,5
06/11/2020,45_49,18
06/11/2020,50_54,31
06/11/2020,55_59,47
06/11/2020,60_64,81
06/11/2020,65_69,107
06/11/2020,70_74,194
06/11/2020,75_79,285
06/11/2020,80_84,421
06/11/2020,85_89,358
06/11/2020,90+,385
13/11/2020,00_04,0
13/11/2020,05_09,0
13/11/2020,10_14,0
13/11/2020,15_19,0
13/11/2020,20_24,2
13/11/2020,25_29,1
13/11/2020,30_34,3
13/11/2020,35_39,3
13/11/2020,40_44,12
13/11/2020,45_49,16
13/11/2020,50_54,33
13/11/2020,55_59,61
13/11/2020,60_64,103
13/11/2020,65_69,149
13/11/2020,70_74,266
13/11/2020,75_79,343
13/11/2020,80_84,473
13/11/2020,85_89,526
13/11/2020,90+,475
20/11/2020,00_04,0
20/11/2020,05_09,0
20/11/2020,10_14,0
20/11/2020,15_19,0
20/11/2020,20_24,1
20/11/2020,25_29,1
20/11/2020,30_34,3
20/11/2020,35_39,7
20/11/2020,40_44,8
20/11/2020,45_49,20
20/11/2020,50_54,34
20/11/2020,55_59,58
20/11/2020,60_64,97
20/11/2020,65_69,163
20/11/2020,70_74,273
20/11/2020,75_79,415
20/11/2020,80_84,539
20/11/2020,85_89,524
20/11/2020,90+,554
27/11/2020,00_04,0
27/11/2020,05_09,0
27/11/2020,10_14,1
27/11/2020,15_19,1
27/11/2020,20_24,2
27/11/2020,25_29,1
27/11/2020,30_34,6
27/11/2020,35_39,6
27/11/2020,40_44,7
27/11/2020,45_49,22
27/11/2020,50_54,38
27/11/2020,55_59,76
27/11/2020,60_64,103
27/11/2020,65_69,158
27/11/2020,70_74,306
27/11/2020,75_79,449
27/11/2020,80_84,569
27/11/2020,85_89,639
27/11/2020,90+,656
04/12/2020,00_04,0
04/12/2020,05_09,0
04/12/2020,10_14,0
04/12/2020,15_19,0
04/12/2020,20_24,1
04/12/2020,25_29,3
04/12/2020,30_34,3
04/12/2020,35_39,9
04/12/2020,40_44,12
04/12/2020,45_49,21
04/12/2020,50_54,41
04/12/2020,55_59,62
04/12/2020,60_64,105
04/12/2020,65_69,170
04/12/2020,70_74,288
04/12/2020,75_79,414
04/12/2020,80_84,509
04/12/2020,85_89,598
04/12/2020,90+,599
11/12/2020,00_04,0
11/12/2020,05_09,0
11/12/2020,10_14,1
11/12/2020,15_19,1
11/12/2020,20_24,0
11/12/2020,25_29,3
11/12/2020,30_34,1
11/12/2020,35_39,7
11/12/2020,40_44,11
11/12/2020,45_49,19
11/12/2020,50_54,37
11/12/2020,55_59,65
11/12/2020,60_64,126
11/12/2020,65_69,154
11/12/2020,70_74,258
11/12/2020,75_79,400
11/12/2020,80_84,492
11/12/2020,85_89,570
11/12/2020,90+,611
18/12/2020,00_04,0
18/12/2020,05_09,0
18/12/2020,10_14,0
18/12/2020,15_19,0
18/12/2020,20_24,1
18/12/2020,25_29,0
18/12/2020,30_34,1
18/12/2020,35_39,6
18/12/2020,40_44,10
18/12/2020,45_49,25
18/12/2020,50_54,43
18/12/2020,55_59,75
18/12/2020,60_64,119
18/12/2020,65_69,177
18/12/2020,70_74,252
18/12/2020,75_79,388
18/12/2020,80_84,544
18/12/2020,85_89,609
18/12/2020,90+,736
25/12/2020,00_04,0
25/12/2020,05_09,0
25/12/2020,10_14,0
25/12/2020,15_19,0
25/12/2020,20_24,0
25/12/2020,25_29,1
25/12/2020,30_34,3
25/12/2020,35_39,5
25/12/2020,40_44,12
25/12/2020,45_49,21
25/12/2020,50_54,41
25/12/2020,55_59,63
25/12/2020,60_64,107
25/12/2020,65_69,160
25/12/2020,70_74,275
25/12/2020,75_79,397
25/12/2020,80_84,583
25/12/2020,85_89,605
25/12/2020,90+,639
01/01/2021,00_04,0
01/01/2021,05_09,0
01/01/2021,10_14,0
01/01/2021,15_19,0
01/01/2021,20_24,0
01/01/2021,25_29,6
01/01/2021,30_34,4
01/01/2021,35_39,5
01/01/2021,40_44,12
01/01/2021,45_49,20
01/01/2021,50_54,49
01/01/2021,55_59,81
01/01/2021,60_64,115
01/01/2021,65_69,184
01/01/2021,70_74,301
01/01/2021,75_79,407
01/01/2021,80_84,561
01/01/2021,85_89,705
01/01/2021,90+,694
08/01/2021,00_04,0
08/01/2021,05_09,2
08/01/2021,10_14,0
08/01/2021,15_19,3
08/01/2021,20_24,1
08/01/2021,25_29,6
08/01/2021,30_34,13
08/01/2021,35_39,14
08/01/2021,40_44,22
08/01/2021,45_49,57
08/01/2021,50_54,112
08/01/2021,55_59,171
08/01/2021,60_64,267
08/01/2021,65_69,354
08/01/2021,70_74,583
08/01/2021,75_79,817
08/01/2021,80_84,1123
08/01/2021,85_89,1199
08/01/2021,90+,1313
15/01/2021,00_04,0
15/01/2021,05_09,0
15/01/2021,10_14,0
15/01/2021,15_19,0
15/01/2021,20_24,4
15/01/2021,25_29,4
15/01/2021,30_34,12
15/01/2021,35_39,27
15/01/2021,40_44,39
15/01/2021,45_49,80
15/01/2021,50_54,129
15/01/2021,55_59,218
15/01/2021,60_64,338
15/01/2021,65_69,425
15/01/2021,70_74,714
15/01/2021,75_79,948
15/01/2021,80_84,1319
15/01/2021,85_89,1393
15/01/2021,90+,1595
22/01/2021,00_04,0
22/01/2021,05_09,0
22/01/2021,10_14,1
22/01/2021,15_19,2
22/01/2021,20_24,2
22/01/2021,25_29,7
22/01/2021,30_34,10
22/01/2021,35_39,25
22/01/2021,40_44,45
22/01/2021,45_49,90
22/01/2021,50_54,134
22/01/2021,55_59,257
22/01/2021,60_64,377
22/01/2021,65_69,521
22/01/2021,70_74,806
22/01/2021,75_79,1110
22/01/2021,80_84,1425
22/01/2021,85_89,1684
22/01/2021,90+,1926
29/01/2021,00_04,0
29/01/2021,05_09,0
29/01/2021,10_14,0
29/01/2021,15_19,0
29/01/2021,20_24,1
29/01/2021,25_29,4
29/01/2021,30_34,19
29/01/2021,35_39,31
29/01/2021,40_44,42
29/01/2021,45_49,82
29/01/2021,50_54,171
29/01/2021,55_59,261
29/01/2021,60_64,378
29/01/2021,65_69,489
